Latitude (decimal degrees):	22.214
Longitude (decimal degrees):	77.492
Elevation (m):	532
Radiation database:	PVGIS-SARAH


Slope: 26 deg. (optimum)
Azimuth: -4 deg. (optimum)
Nominal power of the PV system (c-Si) (kWp):	1000.0
System losses (%):	14.0
time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20160204:2048,0.0,0.0,0.0,0.0,0.0,15.45,2.72,0.0
20160204:2148,0.0,0.0,0.0,0.0,0.0,15.25,2.67,0.0
20160204:2248,0.0,0.0,0.0,0.0,0.0,15.05,2.62,0.0
20160204:2348,0.0,0.0,0.0,0.0,0.0,14.86,2.57,0.0
20160205:0048,0.0,0.0,0.0,0.0,0.0,15.92,2.83,0.0
20160205:0148,9670.0,14.13,11.84,0.16,3.7,16.98,3.09,0.0
20160205:0248,262010.0,225.93,104.17,2.28,16.57,18.04,3.35,0.0
20160205:0348,473400.0,430.94,157.78,4.48,28.63,20.75,2.9,0.0
20160205:0448,636300.0,650.21,168.18,6.48,39.3,23.47,2.45,0.0
20160205:0548,713250.0,757.3,194.88,7.76,47.51,26.19,2.0,0.0
20160205:0648,746400.0,818.31,199.61,8.41,51.64,27.04,1.6,0.0
20160205:0748,725480.0,801.36,197.81,8.29,50.39,27.89,1.2,0.0
20160205:0848,657820.0,722.15,181.98,7.47,44.19,28.74,0.8,0.0
20160205:0948,543130.0,563.29,165.06,5.93,34.69,28.29,0.71,0.0
20160205:1048,359770.0,326.59,150.0,3.78,23.28,27.84,0.63,0.0
20160205:1148,39050.0,0.0,65.1,0.72,10.81,27.39,0.54,0.0
20160205:1248,0.0,0.0,0.0,0.0,0.0,24.84,1.2,0.0
20160205:1348,0.0,0.0,0.0,0.0,0.0,22.29,1.85,0.0
20160205:1448,0.0,0.0,0.0,0.0,0.0,19.74,2.51,0.0
20160205:1548,0.0,0.0,0.0,0.0,0.0,19.37,2.59,0.0
20160205:1648,0.0,0.0,0.0,0.0,0.0,19.01,2.68,0.0
20160205:1748,0.0,0.0,0.0,0.0,0.0,18.64,2.76,0.0
20160205:1848,0.0,0.0,0.0,0.0,0.0,18.3,2.74,0.0
20160205:1948,0.0,0.0,0.0,0.0,0.0,17.96,2.73,0.0
20160205:2048,0.0,0.0,0.0,0.0,0.0,17.63,2.72,0.0
20160205:2148,0.0,0.0,0.0,0.0,0.0,17.45,2.66,0.0
20160205:2248,0.0,0.0,0.0,0.0,0.0,17.28,2.61,0.0
20160205:2348,0.0,0.0,0.0,0.0,0.0,17.11,2.55,0.0
20160206:0048,0.0,0.0,0.0,0.0,0.0,18.41,2.75,0.0
20160206:0148,0.0,0.0,4.74,0.05,3.81,19.71,2.96,0.0
20160206:0248,218650.0,161.29,120.27,2.09,16.7,21.02,3.16,0.0
20160206:0348,444550.0,377.54,179.18,4.33,28.79,23.2,3.49,0.0
20160206:0448,493540.0,328.48,297.08,5.36,39.51,25.38,3.81,0.0
20160206:0548,729360.0,759.93,193.41,7.79,47.78,27.57,4.14,0.0
20160206:0648,664090.0,530.23,336.27,7.45,51.95,28.43,4.34,0.0
20160206:0748,588780.0,390.18,374.96,6.8,50.69,29.3,4.53,0.0
20160206:0848,616840.0,524.86,278.76,6.84,44.45,30.17,4.73,0.0
20160206:0948,567310.0,576.1,159.37,6.0,34.91,29.67,4.17,0.0
20160206:1048,359020.0,309.91,157.39,3.75,23.47,29.17,3.61,0.0
20160206:1148,48780.0,0.0,77.93,0.86,10.97,28.66,3.05,0.0
20160206:1248,0.0,0.0,0.0,0.0,0.0,26.72,2.88,0.0
20160206:1348,0.0,0.0,0.0,0.0,0.0,24.78,2.72,0.0
20160206:1448,0.0,0.0,0.0,0.0,0.0,22.84,2.55,0.0
20160206:1548,0.0,0.0,0.0,0.0,0.0,22.53,2.66,0.0
20160206:1648,0.0,0.0,0.0,0.0,0.0,22.22,2.77,0.0
20160206:1748,0.0,0.0,0.0,0.0,0.0,21.91,2.88,0.0
20160206:1848,0.0,0.0,0.0,0.0,0.0,21.33,2.87,0.0
20160206:1948,0.0,0.0,0.0,0.0,0.0,20.75,2.86,0.0
20160206:2048,0.0,0.0,0.0,0.0,0.0,20.17,2.86,0.0
20160206:2148,0.0,0.0,0.0,0.0,0.0,19.47,2.83,0.0
20160206:2248,0.0,0.0,0.0,0.0,0.0,18.77,2.8,0.0
20160206:2348,0.0,0.0,0.0,0.0,0.0,18.08,2.77,0.0
20160207:0048,0.0,0.0,0.0,0.0,0.0,18.82,2.57,0.0
20160207:0148,12230.0,16.65,13.88,0.19,3.92,19.57,2.37,0.0
20160207:0248,260750.0,228.85,104.92,2.33,16.83,20.32,2.17,0.0
20160207:0348,481160.0,458.6,146.83,4.61,28.96,22.15,2.4,0.0
20160207:0448,630260.0,629.84,180.57,6.48,39.73,23.98,2.63,0.0
20160207:0548,721920.0,747.42,201.79,7.79,48.04,25.81,2.87,0.0
20160207:0648,783660.0,869.05,172.56,8.62,52.25,26.51,3.12,0.0
20160207:0748,761940.0,819.77,189.52,8.42,50.99,27.21,3.37,0.0
20160207:0848,693220.0,725.83,182.41,7.55,44.72,27.92,3.63,0.0
20160207:0948,571330.0,577.44,160.14,6.04,35.13,27.36,3.33,0.0
20160207:1048,387540.0,363.77,136.5,3.96,23.66,26.8,3.04,0.0
20160207:1148,43650.0,0.0,70.6,0.78,11.13,26.24,2.74,0.0
20160207:1248,0.0,0.0,0.0,0.0,0.0,24.16,2.77,0.0
20160207:1348,0.0,0.0,0.0,0.0,0.0,22.07,2.8,0.0
20160207:1448,0.0,0.0,0.0,0.0,0.0,19.98,2.83,0.0
20160207:1548,0.0,0.0,0.0,0.0,0.0,19.34,2.81,0.0
20160207:1648,0.0,0.0,0.0,0.0,0.0,18.69,2.79,0.0
20160207:1748,0.0,0.0,0.0,0.0,0.0,18.05,2.77,0.0
20160207:1848,0.0,0.0,0.0,0.0,0.0,17.34,2.75,0.0
20160207:1948,0.0,0.0,0.0,0.0,0.0,16.64,2.73,0.0
20160207:2048,0.0,0.0,0.0,0.0,0.0,15.94,2.7,0.0
20160207:2148,0.0,0.0,0.0,0.0,0.0,15.52,2.75,0.0
20160207:2248,0.0,0.0,0.0,0.0,0.0,15.1,2.8,0.0
20160207:2348,0.0,0.0,0.0,0.0,0.0,14.68,2.86,0.0
20160208:0048,0.0,0.0,0.0,0.0,0.0,16.01,3.03,0.0
20160208:0148,13460.0,16.16,15.83,0.21,4.03,17.35,3.21,0.0
20160208:0248,267050.0,233.4,103.76,2.36,16.97,18.69,3.39,0.0
20160208:0348,492500.0,468.74,142.23,4.66,29.14,20.94,3.42,0.0
20160208:0448,656370.0,680.53,154.04,6.65,39.95,23.2,3.45,0.0
20160208:0548,739080.0,777.59,186.27,7.91,48.32,25.46,3.48,0.0
20160208:0648,776840.0,839.23,191.0,8.57,52.56,26.13,3.08,0.0
20160208:0748,757450.0,822.1,189.19,8.46,51.3,26.8,2.68,0.0
20160208:0848,675250.0,701.12,195.99,7.5,44.99,27.47,2.28,0.0
20160208:0948,567110.0,579.99,159.81,6.08,35.36,26.92,2.17,0.0
20160208:1048,386480.0,364.18,137.2,3.99,23.85,26.37,2.06,0.0
20160208:1148,43700.0,0.0,70.6,0.78,11.28,25.82,1.96,0.0
20160208:1248,0.0,0.0,0.0,0.0,0.0,23.67,2.31,0.0
20160208:1348,0.0,0.0,0.0,0.0,0.0,21.51,2.66,0.0
20160208:1448,0.0,0.0,0.0,0.0,0.0,19.35,3.01,0.0
20160208:1548,0.0,0.0,0.0,0.0,0.0,18.72,2.95,0.0
20160208:1648,0.0,0.0,0.0,0.0,0.0,18.09,2.9,0.0
20160208:1748,0.0,0.0,0.0,0.0,0.0,17.46,2.84,0.0
20160208:1848,0.0,0.0,0.0,0.0,0.0,16.96,2.78,0.0
20160208:1948,0.0,0.0,0.0,0.0,0.0,16.47,2.72,0.0
20160208:2048,0.0,0.0,0.0,0.0,0.0,15.98,2.66,0.0
20160208:2148,0.0,0.0,0.0,0.0,0.0,15.67,2.62,0.0
20160208:2248,0.0,0.0,0.0,0.0,0.0,15.37,2.57,0.0
20160208:2348,0.0,0.0,0.0,0.0,0.0,15.07,2.52,0.0
20160209:0048,0.0,0.0,0.0,0.0,0.0,16.2,2.81,0.0
20160209:0148,15010.0,18.82,15.92,0.22,4.15,17.33,3.1,0.0
20160209:0248,269190.0,234.69,104.69,2.39,17.11,18.46,3.39,0.0
20160209:0348,491640.0,470.53,141.92,4.69,29.32,20.99,2.92,0.0
20160209:0448,644730.0,668.93,161.47,6.65,40.17,23.52,2.45,0.0
20160209:0548,722470.0,778.79,187.07,7.95,48.59,26.06,1.97,0.0
20160209:0648,757310.0,841.54,190.66,8.61,52.88,26.84,1.67,0.0
20160209:0748,738030.0,824.38,188.85,8.5,51.61,27.63,1.37,0.0
20160209:0848,659400.0,702.34,196.73,7.54,45.26,28.42,1.08,0.0
20160209:0948,560410.0,592.5,154.08,6.15,35.58,27.96,1.1,0.0
20160209:1048,384730.0,373.75,132.65,4.05,24.03,27.5,1.13,0.0
20160209:1148,39160.0,0.0,65.1,0.72,11.44,27.03,1.16,0.0
20160209:1248,0.0,0.0,0.0,0.0,0.0,25.04,1.48,0.0
20160209:1348,0.0,0.0,0.0,0.0,0.0,23.05,1.79,0.0
20160209:1448,0.0,0.0,0.0,0.0,0.0,21.06,2.11,0.0
20160209:1548,0.0,0.0,0.0,0.0,0.0,20.21,2.23,0.0
20160209:1648,0.0,0.0,0.0,0.0,0.0,19.35,2.35,0.0
20160209:1748,0.0,0.0,0.0,0.0,0.0,18.5,2.47,0.0
20160209:1848,0.0,0.0,0.0,0.0,0.0,18.27,2.44,0.0
20160209:1948,0.0,0.0,0.0,0.0,0.0,18.04,2.4,0.0
20160209:2048,0.0,0.0,0.0,0.0,0.0,17.82,2.37,0.0
20160209:2148,0.0,0.0,0.0,0.0,0.0,17.79,2.26,0.0
20160209:2248,0.0,0.0,0.0,0.0,0.0,17.77,2.14,0.0
20160209:2348,0.0,0.0,0.0,0.0,0.0,17.75,2.03,0.0
20160210:0048,0.0,0.0,0.0,0.0,0.0,18.64,1.99,0.0
20160210:0148,16990.0,21.3,16.99,0.24,4.27,19.54,1.94,0.0
20160210:0248,254430.0,215.61,110.83,2.35,17.26,20.44,1.9,0.0
20160210:0348,460580.0,420.55,165.53,4.57,29.5,22.89,1.57,0.0
20160210:0448,616490.0,634.27,180.67,6.58,40.4,25.35,1.23,0.0
20160210:0548,693400.0,751.29,202.96,7.9,48.87,27.81,0.9,0.0
20160210:0648,754580.0,842.58,191.44,8.65,53.2,28.54,1.86,0.0
20160210:0748,760760.0,857.1,170.97,8.63,51.92,29.27,2.82,0.0
20160210:0848,694710.0,746.36,172.63,7.71,45.53,30.0,3.78,0.0
20160210:0948,574140.0,593.68,153.69,6.18,35.81,29.49,3.65,0.0
20160210:1048,391170.0,375.36,133.43,4.09,24.22,28.98,3.51,0.0
20160210:1148,38960.0,0.0,65.1,0.72,11.6,28.46,3.38,0.0
20160210:1248,0.0,0.0,0.0,0.0,0.0,26.59,3.2,0.0
20160210:1348,0.0,0.0,0.0,0.0,0.0,24.71,3.01,0.0
20160210:1448,0.0,0.0,0.0,0.0,0.0,22.83,2.83,0.0
20160210:1548,0.0,0.0,0.0,0.0,0.0,22.24,2.83,0.0
20160210:1648,0.0,0.0,0.0,0.0,0.0,21.66,2.84,0.0
20160210:1748,0.0,0.0,0.0,0.0,0.0,21.07,2.84,0.0
20160210:1848,0.0,0.0,0.0,0.0,0.0,20.35,2.85,0.0
20160210:1948,0.0,0.0,0.0,0.0,0.0,19.63,2.86,0.0
20160210:2048,0.0,0.0,0.0,0.0,0.0,18.91,2.87,0.0
20160210:2148,0.0,0.0,0.0,0.0,0.0,18.47,2.79,0.0
20160210:2248,0.0,0.0,0.0,0.0,0.0,18.03,2.71,0.0
20160210:2348,0.0,0.0,0.0,0.0,0.0,17.6,2.63,0.0
20160211:0048,0.0,0.0,0.0,0.0,0.0,18.7,2.39,0.0
20160211:0148,19070.0,23.63,18.06,0.26,4.4,19.8,2.15,0.0
20160211:0248,282960.0,269.64,93.41,2.53,17.41,20.91,1.9,0.0
20160211:0348,485700.0,472.61,142.39,4.76,29.68,22.69,2.07,0.0
20160211:0448,633880.0,647.17,174.98,6.65,40.63,24.48,2.23,0.0
20160211:0548,728620.0,782.3,186.37,8.02,49.16,26.27,2.4,0.0
20160211:0648,774740.0,844.81,191.1,8.69,53.52,26.94,2.84,0.0
20160211:0748,755550.0,797.23,206.57,8.49,52.24,27.61,3.28,0.0
20160211:0848,684530.0,692.5,204.55,7.58,45.8,28.29,3.72,0.0
20160211:0948,571890.0,573.75,165.11,6.15,36.03,27.71,3.45,0.0
20160211:1048,406250.0,405.43,119.41,4.21,24.4,27.13,3.17,0.0
20160211:1148,40040.0,0.0,66.01,0.73,11.75,26.55,2.9,0.0
20160211:1248,0.0,0.0,0.0,0.0,0.0,24.6,2.89,0.0
20160211:1348,0.0,0.0,0.0,0.0,0.0,22.65,2.89,0.0
20160211:1448,0.0,0.0,0.0,0.0,0.0,20.69,2.88,0.0
20160211:1548,0.0,0.0,0.0,0.0,0.0,20.09,2.87,0.0
20160211:1648,0.0,0.0,0.0,0.0,0.0,19.48,2.86,0.0
20160211:1748,0.0,0.0,0.0,0.0,0.0,18.88,2.86,0.0
20160211:1848,0.0,0.0,0.0,0.0,0.0,18.35,2.76,0.0
20160211:1948,0.0,0.0,0.0,0.0,0.0,17.82,2.66,0.0
20160211:2048,0.0,0.0,0.0,0.0,0.0,17.29,2.57,0.0
20160211:2148,0.0,0.0,0.0,0.0,0.0,17.24,2.24,0.0
20160211:2248,0.0,0.0,0.0,0.0,0.0,17.19,1.92,0.0
20160211:2348,0.0,0.0,0.0,0.0,0.0,17.14,1.6,0.0
20160212:0048,0.0,0.0,0.0,0.0,0.0,17.96,1.18,0.0
20160212:0148,21210.0,25.8,19.13,0.28,4.53,18.78,0.76,0.0
20160212:0248,269000.0,242.84,104.19,2.48,17.57,19.6,0.34,0.0
20160212:0348,479030.0,474.25,142.05,4.79,29.88,21.92,0.52,0.0
20160212:0448,627020.0,673.95,160.45,6.75,40.87,24.25,0.7,0.0
20160212:0548,708010.0,784.62,186.03,8.06,49.45,26.58,0.88,0.0
20160212:0648,759150.0,847.0,190.76,8.73,53.85,27.36,1.7,0.0
20160212:0748,746450.0,798.28,207.31,8.53,52.56,28.15,2.52,0.0
20160212:0848,667240.0,654.79,225.08,7.49,46.08,28.94,3.34,0.0
20160212:0948,558920.0,542.88,182.67,6.09,36.26,28.43,3.26,0.0
20160212:1048,386180.0,356.59,144.01,4.09,24.59,27.93,3.18,0.0
20160212:1148,39160.0,0.0,65.1,0.72,11.91,27.42,3.1,0.0
20160212:1248,0.0,0.0,0.0,0.0,0.0,25.51,3.03,0.0
20160212:1348,0.0,0.0,0.0,0.0,0.0,23.59,2.95,0.0
20160212:1448,0.0,0.0,0.0,0.0,0.0,21.67,2.87,0.0
20160212:1548,0.0,0.0,0.0,0.0,0.0,21.09,2.89,0.0
20160212:1648,0.0,0.0,0.0,0.0,0.0,20.51,2.91,0.0
20160212:1748,0.0,0.0,0.0,0.0,0.0,19.93,2.94,0.0
20160212:1848,0.0,0.0,0.0,0.0,0.0,19.37,2.89,0.0
20160212:1948,0.0,0.0,0.0,0.0,0.0,18.81,2.85,0.0
20160212:2048,0.0,0.0,0.0,0.0,0.0,18.25,2.8,0.0
20160212:2148,0.0,0.0,0.0,0.0,0.0,17.88,2.69,0.0
20160212:2248,0.0,0.0,0.0,0.0,0.0,17.51,2.59,0.0
20160212:2348,0.0,0.0,0.0,0.0,0.0,17.14,2.48,0.0
20160213:0048,0.0,0.0,0.0,0.0,0.0,17.95,2.18,0.0
20160213:0148,24210.0,30.6,19.29,0.3,4.66,18.76,1.89,0.0
20160213:0248,261180.0,222.54,111.45,2.44,17.73,19.58,1.59,0.0
20160213:0348,482470.0,458.43,151.35,4.78,30.07,21.4,1.63,0.0
20160213:0448,634990.0,651.0,174.28,6.72,41.11,23.22,1.68,0.0
20160213:0548,718420.0,757.29,201.88,8.01,49.75,25.05,1.72,0.0
20160213:0648,766710.0,832.14,200.18,8.72,54.18,25.89,2.07,0.0
20160213:0748,755990.0,816.2,197.21,8.61,52.88,26.73,2.42,0.0
20160213:0848,672910.0,669.38,218.49,7.57,46.35,27.57,2.77,0.0
20160213:0948,560140.0,544.19,182.26,6.12,36.48,27.12,2.69,0.0
20160213:1048,388100.0,358.23,143.62,4.12,24.77,26.67,2.62,0.0
20160213:1148,48650.0,0.0,77.02,0.85,12.06,26.21,2.54,0.0
20160213:1248,0.0,0.0,0.0,0.0,0.0,24.31,2.57,0.0
20160213:1348,0.0,0.0,0.0,0.0,0.0,22.41,2.59,0.0
20160213:1448,0.0,0.0,0.0,0.0,0.0,20.5,2.62,0.0
20160213:1548,0.0,0.0,0.0,0.0,0.0,19.84,2.61,0.0
20160213:1648,0.0,0.0,0.0,0.0,0.0,19.19,2.6,0.0
20160213:1748,0.0,0.0,0.0,0.0,0.0,18.53,2.59,0.0
20160213:1848,0.0,0.0,0.0,0.0,0.0,17.9,2.49,0.0
20160213:1948,0.0,0.0,0.0,0.0,0.0,17.28,2.39,0.0
20160213:2048,0.0,0.0,0.0,0.0,0.0,16.66,2.29,0.0
20160213:2148,0.0,0.0,0.0,0.0,0.0,16.31,2.29,0.0
20160213:2248,0.0,0.0,0.0,0.0,0.0,15.96,2.3,0.0
20160213:2348,0.0,0.0,0.0,0.0,0.0,15.62,2.3,0.0
20160214:0048,0.0,0.0,0.0,0.0,0.0,16.98,2.37,0.0
20160214:0148,26160.0,32.41,20.34,0.32,4.8,18.35,2.43,0.0
20160214:0248,266050.0,228.24,110.38,2.48,17.89,19.72,2.5,0.0
20160214:0348,485800.0,460.07,151.0,4.81,30.27,21.88,2.32,0.0
20160214:0448,637330.0,652.22,173.9,6.75,41.35,24.05,2.15,0.0
20160214:0548,722620.0,773.14,193.99,8.09,50.04,26.22,1.97,0.0
20160214:0648,763680.0,866.99,180.19,8.85,54.52,26.99,1.51,0.0
20160214:0748,733240.0,817.13,197.95,8.65,53.21,27.76,1.05,0.0
20160214:0848,665480.0,739.33,181.01,7.83,46.63,28.53,0.59,0.0
20160214:0948,553640.0,578.5,165.09,6.27,36.7,28.16,0.69,0.0
20160214:1048,391040.0,387.8,129.91,4.24,24.95,27.79,0.78,0.0
20160214:1148,44690.0,0.0,72.43,0.8,12.21,27.42,0.87,0.0
20160214:1248,0.0,0.0,0.0,0.0,0.0,25.29,1.36,0.0
20160214:1348,0.0,0.0,0.0,0.0,0.0,23.16,1.85,0.0
20160214:1448,0.0,0.0,0.0,0.0,0.0,21.03,2.34,0.0
20160214:1548,0.0,0.0,0.0,0.0,0.0,20.44,2.43,0.0
20160214:1648,0.0,0.0,0.0,0.0,0.0,19.86,2.51,0.0
20160214:1748,0.0,0.0,0.0,0.0,0.0,19.27,2.59,0.0
20160214:1848,0.0,0.0,0.0,0.0,0.0,19.02,2.58,0.0
20160214:1948,0.0,0.0,0.0,0.0,0.0,18.77,2.57,0.0
20160214:2048,0.0,0.0,0.0,0.0,0.0,18.53,2.55,0.0
20160214:2148,0.0,0.0,0.0,0.0,0.0,18.6,2.59,0.0
20160214:2248,0.0,0.0,0.0,0.0,0.0,18.67,2.63,0.0
20160214:2348,0.0,0.0,0.0,0.0,0.0,18.75,2.68,0.0
20160215:0048,0.0,0.0,0.0,0.0,0.0,20.24,3.2,0.0
20160215:0148,20080.0,20.98,21.82,0.3,4.94,21.73,3.71,0.0
20160215:0248,155180.0,70.45,135.43,1.82,18.06,23.22,4.23,0.0
20160215:0348,416980.0,313.08,210.35,4.33,30.47,24.38,4.08,0.0
20160215:0448,543390.0,406.64,284.11,5.93,41.6,25.55,3.92,0.0
20160215:0548,672100.0,584.29,289.06,7.49,50.35,26.72,3.77,0.0
20160215:0648,768410.0,805.04,216.6,8.7,54.86,27.24,3.26,0.0
20160215:0748,749460.0,788.05,215.81,8.6,53.53,27.76,2.76,0.0
20160215:0848,82490.0,0.0,120.52,1.29,46.9,28.28,2.26,0.0
20160215:0948,434910.0,276.41,290.29,5.12,36.92,28.09,1.92,0.0
20160215:1048,367010.0,319.69,161.59,4.04,25.13,27.9,1.57,0.0
20160215:1148,58220.0,0.0,89.85,0.99,12.36,27.71,1.23,0.0
20160215:1248,0.0,0.0,0.0,0.0,-0.96,25.89,1.75,0.0
20160215:1348,0.0,0.0,0.0,0.0,0.0,24.07,2.28,0.0
20160215:1448,0.0,0.0,0.0,0.0,0.0,22.24,2.8,0.0
20160215:1548,0.0,0.0,0.0,0.0,0.0,21.94,3.07,0.0
20160215:1648,0.0,0.0,0.0,0.0,0.0,21.64,3.34,0.0
20160215:1748,0.0,0.0,0.0,0.0,0.0,21.34,3.61,0.0
20160215:1848,0.0,0.0,0.0,0.0,0.0,21.04,3.59,0.0
20160215:1948,0.0,0.0,0.0,0.0,0.0,20.75,3.57,0.0
20160215:2048,0.0,0.0,0.0,0.0,0.0,20.46,3.54,0.0
20160215:2148,0.0,0.0,0.0,0.0,0.0,20.49,3.5,0.0
20160215:2248,0.0,0.0,0.0,0.0,0.0,20.53,3.45,0.0
20160215:2348,0.0,0.0,0.0,0.0,0.0,20.57,3.41,0.0
20160216:0048,0.0,0.0,0.0,0.0,0.0,21.6,3.19,0.0
20160216:0148,15030.0,12.73,21.43,0.27,5.09,22.63,2.97,0.0
20160216:0248,240940.0,188.75,124.18,2.4,18.23,23.67,2.74,0.0
20160216:0348,459580.0,413.07,173.81,4.71,30.68,25.4,2.46,0.0
20160216:0448,622090.0,631.98,185.99,6.75,41.86,27.13,2.18,0.0
20160216:0548,650990.0,585.93,289.75,7.53,50.65,28.86,1.9,0.0
20160216:0648,697540.0,673.69,285.44,8.29,55.2,29.69,1.54,0.0
20160216:0748,674570.0,646.76,288.29,8.14,53.86,30.52,1.18,0.0
20160216:0848,617100.0,597.47,257.07,7.42,47.18,31.36,0.81,0.0
20160216:0948,526350.0,506.74,203.68,6.09,37.14,30.89,1.02,0.0
20160216:1048,392510.0,396.83,127.14,4.33,25.31,30.42,1.23,0.0
20160216:1148,38580.0,0.0,65.1,0.72,12.51,29.95,1.43,0.0
20160216:1248,0.0,0.0,0.0,0.0,-0.84,27.64,2.2,0.0
20160216:1348,0.0,0.0,0.0,0.0,0.0,25.32,2.97,0.0
20160216:1448,0.0,0.0,0.0,0.0,0.0,23.0,3.74,0.0
20160216:1548,0.0,0.0,0.0,0.0,0.0,22.47,3.76,0.0
20160216:1648,0.0,0.0,0.0,0.0,0.0,21.95,3.78,0.0
20160216:1748,0.0,0.0,0.0,0.0,0.0,21.42,3.81,0.0
20160216:1848,0.0,0.0,0.0,0.0,0.0,21.04,3.64,0.0
20160216:1948,0.0,0.0,0.0,0.0,0.0,20.66,3.48,0.0
20160216:2048,0.0,0.0,0.0,0.0,0.0,20.28,3.31,0.0
20160216:2148,0.0,0.0,0.0,0.0,0.0,20.04,3.09,0.0
20160216:2248,0.0,0.0,0.0,0.0,0.0,19.8,2.86,0.0
20160216:2348,0.0,0.0,0.0,0.0,0.0,19.56,2.63,0.0
20160217:0048,0.0,0.0,0.0,0.0,0.0,20.6,2.81,0.0
20160217:0148,17040.0,14.84,22.47,0.29,5.24,21.65,2.99,0.0
20160217:0248,258140.0,215.15,117.2,2.51,18.41,22.7,3.17,0.0
20160217:0348,475430.0,438.47,163.46,4.83,30.89,24.95,3.3,0.0
20160217:0448,632390.0,633.18,186.74,6.79,42.11,27.2,3.42,0.0
20160217:0548,674360.0,613.09,278.7,7.66,50.96,29.45,3.54,0.0
20160217:0648,580020.0,357.33,405.91,7.0,55.55,30.16,3.66,0.0
20160217:0748,696580.0,633.89,295.87,8.13,54.19,30.87,3.77,0.0
20160217:0848,561380.0,400.83,338.64,6.66,47.45,31.59,3.89,0.0
20160217:0948,459580.0,321.04,279.69,5.38,37.36,31.02,3.39,0.0
20160217:1048,181770.0,42.43,202.94,2.46,25.49,30.46,2.89,0.0
20160217:1148,58390.0,0.0,90.77,1.0,12.66,29.89,2.39,0.0
20160217:1248,0.0,0.0,0.0,0.0,-0.71,27.7,2.44,0.0
20160217:1348,0.0,0.0,0.0,0.0,0.0,25.51,2.5,0.0
20160217:1448,0.0,0.0,0.0,0.0,0.0,23.31,2.55,0.0
20160217:1548,0.0,0.0,0.0,0.0,0.0,22.85,2.6,0.0
20160217:1648,0.0,0.0,0.0,0.0,0.0,22.39,2.64,0.0
20160217:1748,0.0,0.0,0.0,0.0,0.0,21.93,2.69,0.0
20160217:1848,0.0,0.0,0.0,0.0,0.0,21.58,2.64,0.0
20160217:1948,0.0,0.0,0.0,0.0,0.0,21.24,2.6,0.0
20160217:2048,0.0,0.0,0.0,0.0,0.0,20.9,2.55,0.0
20160217:2148,0.0,0.0,0.0,0.0,0.0,20.41,2.47,0.0
20160217:2248,0.0,0.0,0.0,0.0,0.0,19.92,2.39,0.0
20160217:2348,0.0,0.0,0.0,0.0,0.0,19.44,2.3,0.0
20160218:0048,0.0,0.0,0.0,0.0,0.0,20.71,2.63,0.0
20160218:0148,27090.0,28.85,25.03,0.38,5.4,21.98,2.95,0.0
20160218:0248,259110.0,216.25,118.01,2.54,18.59,23.26,3.27,0.0
20160218:0348,490200.0,475.34,146.51,4.97,31.1,25.66,3.56,0.0
20160218:0448,633730.0,634.35,187.47,6.83,42.37,28.06,3.86,0.0
20160218:0548,746330.0,825.5,167.56,8.38,51.28,30.46,4.15,0.0
20160218:0648,787180.0,890.38,170.06,9.06,55.9,31.07,4.03,0.0
20160218:0748,762500.0,839.59,188.96,8.86,54.52,31.69,3.91,0.0
20160218:0848,691290.0,745.24,180.61,7.98,47.73,32.31,3.79,0.0
20160218:0948,570450.0,594.78,159.38,6.45,37.58,31.71,3.24,0.0
20160218:1048,400110.0,406.81,122.12,4.41,25.66,31.11,2.68,0.0
20160218:1148,43360.0,0.0,71.51,0.79,12.8,30.51,2.12,0.0
20160218:1248,0.0,0.0,0.0,0.0,-0.59,28.35,2.27,0.0
20160218:1348,0.0,0.0,0.0,0.0,0.0,26.18,2.41,0.0
20160218:1448,0.0,0.0,0.0,0.0,0.0,24.01,2.55,0.0
20160218:1548,0.0,0.0,0.0,0.0,0.0,23.24,2.58,0.0
20160218:1648,0.0,0.0,0.0,0.0,0.0,22.47,2.61,0.0
20160218:1748,0.0,0.0,0.0,0.0,0.0,21.7,2.63,0.0
20160218:1848,0.0,0.0,0.0,0.0,0.0,21.16,2.51,0.0
20160218:1948,0.0,0.0,0.0,0.0,0.0,20.62,2.4,0.0
20160218:2048,0.0,0.0,0.0,0.0,0.0,20.08,2.28,0.0
20160218:2148,0.0,0.0,0.0,0.0,0.0,19.74,2.24,0.0
20160218:2248,0.0,0.0,0.0,0.0,0.0,19.4,2.2,0.0
20160218:2348,0.0,0.0,0.0,0.0,0.0,19.07,2.17,0.0
20160219:0048,0.0,0.0,0.0,0.0,0.0,20.88,2.47,0.0
20160219:0148,2940.0,0.0,12.34,0.13,5.56,22.7,2.77,0.0
20160219:0248,273310.0,244.83,109.6,2.67,18.77,24.52,3.08,0.0
20160219:0348,467680.0,424.76,171.98,4.85,31.32,26.62,3.35,0.0
20160219:0448,622780.0,611.96,199.67,6.79,42.63,28.72,3.63,0.0
20160219:0548,679470.0,628.13,274.08,7.79,51.6,30.83,3.9,0.0
20160219:0648,694510.0,608.7,319.74,8.16,56.26,31.48,3.97,0.0
20160219:0748,753550.0,809.55,206.82,8.8,54.86,32.13,4.03,0.0
20160219:0848,679440.0,704.6,203.56,7.88,48.0,32.78,4.1,0.0
20160219:0948,370470.0,173.45,312.8,4.62,37.8,32.13,3.57,0.0
