Latitude (decimal degrees):	28.669
Longitude (decimal degrees):	77.414
Elevation (m):	202
Radiation database:	PVGIS-SARAH


Slope: 30 deg. (optimum)
Azimuth: 2 deg. (optimum)
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20151118:1250,0.0,0.0,0.0,0.0,0.0,19.62,2.91,0.0
20151118:1350,0.0,0.0,0.0,0.0,0.0,18.6,2.94,0.0
20151118:1450,0.0,0.0,0.0,0.0,0.0,17.59,2.98,0.0
20151118:1550,0.0,0.0,0.0,0.0,0.0,16.73,2.91,0.0
20151118:1650,0.0,0.0,0.0,0.0,0.0,15.88,2.84,0.0
20151118:1750,0.0,0.0,0.0,0.0,0.0,15.03,2.77,0.0
20151118:1850,0.0,0.0,0.0,0.0,0.0,14.48,2.57,0.0
20151118:1950,0.0,0.0,0.0,0.0,0.0,13.93,2.38,0.0
20151118:2050,0.0,0.0,0.0,0.0,0.0,13.38,2.18,0.0
20151118:2150,0.0,0.0,0.0,0.0,0.0,13.0,1.89,0.0
20151118:2250,0.0,0.0,0.0,0.0,0.0,12.63,1.61,0.0
20151118:2350,0.0,0.0,0.0,0.0,0.0,12.25,1.32,0.0
20151119:0050,0.0,0.0,0.0,0.0,0.0,13.8,1.17,0.0
20151119:0150,47.97,37.71,39.78,0.7,5.7,15.35,1.02,0.0
20151119:0250,262.75,189.78,139.81,3.12,17.09,16.9,0.87,0.0
20151119:0350,469.95,401.41,191.08,5.72,27.23,19.56,0.85,0.0
20151119:0450,603.29,572.16,215.09,7.76,35.4,22.21,0.82,0.0
20151119:0550,676.78,693.8,218.41,9.05,40.58,24.87,0.8,0.0
20151119:0650,677.22,667.94,243.59,9.11,41.81,25.43,1.02,0.0
20151119:0750,646.41,630.46,231.85,8.5,38.78,26.0,1.24,0.0
20151119:0850,561.3,533.41,202.52,7.02,32.18,26.56,1.46,0.0
20151119:0950,389.34,320.25,177.47,4.62,23.06,25.56,1.93,0.0
20151119:1050,189.26,147.48,103.6,2.1,12.3,24.57,2.39,0.0
20151119:1150,0.0,0.0,0.0,0.0,0.53,23.57,2.86,0.0
20151119:1250,0.0,0.0,0.0,0.0,0.0,21.53,2.82,0.0
20151119:1350,0.0,0.0,0.0,0.0,0.0,19.49,2.79,0.0
20151119:1450,0.0,0.0,0.0,0.0,0.0,17.45,2.76,0.0
20151119:1550,0.0,0.0,0.0,0.0,0.0,16.63,2.53,0.0
20151119:1650,0.0,0.0,0.0,0.0,0.0,15.81,2.31,0.0
20151119:1750,0.0,0.0,0.0,0.0,0.0,14.99,2.08,0.0
20151119:1850,0.0,0.0,0.0,0.0,0.0,14.5,2.11,0.0
20151119:1950,0.0,0.0,0.0,0.0,0.0,14.01,2.15,0.0
20151119:2050,0.0,0.0,0.0,0.0,0.0,13.52,2.18,0.0
20151119:2150,0.0,0.0,0.0,0.0,0.0,13.03,2.06,0.0
20151119:2250,0.0,0.0,0.0,0.0,0.0,12.54,1.93,0.0
20151119:2350,0.0,0.0,0.0,0.0,0.0,12.05,1.81,0.0
20151120:0050,0.0,0.0,0.0,0.0,0.0,13.77,1.47,0.0
20151120:0150,56.74,50.65,39.19,0.72,5.53,15.48,1.13,0.0
20151120:0250,286.88,226.44,133.63,3.25,16.9,17.2,0.79,0.0
20151120:0350,491.89,454.23,170.84,5.89,27.02,19.72,0.56,0.0
20151120:0450,603.35,590.43,205.99,7.79,35.17,22.25,0.33,0.0
20151120:0550,658.81,678.93,222.81,8.94,40.34,24.77,0.1,0.0
20151120:0650,672.63,691.55,232.35,9.17,41.58,25.37,0.23,0.0
20151120:0750,645.9,664.61,215.1,8.58,38.59,25.98,0.37,0.0
20151120:0850,563.69,561.28,191.51,7.1,32.02,26.58,0.51,0.0
20151120:0950,417.24,376.84,162.12,4.82,22.94,25.21,0.92,0.0
20151120:1050,206.17,169.93,102.63,2.19,12.21,23.84,1.34,0.0
20151120:1150,0.0,0.0,0.0,0.0,0.46,22.47,1.75,0.0
20151120:1250,0.0,0.0,0.0,0.0,0.0,20.87,1.97,0.0
20151120:1350,0.0,0.0,0.0,0.0,0.0,19.28,2.19,0.0
20151120:1450,0.0,0.0,0.0,0.0,0.0,17.69,2.41,0.0
20151120:1550,0.0,0.0,0.0,0.0,0.0,16.93,2.44,0.0
20151120:1650,0.0,0.0,0.0,0.0,0.0,16.18,2.46,0.0
20151120:1750,0.0,0.0,0.0,0.0,0.0,15.43,2.48,0.0
20151120:1850,0.0,0.0,0.0,0.0,0.0,14.96,2.34,0.0
20151120:1950,0.0,0.0,0.0,0.0,0.0,14.49,2.21,0.0
20151120:2050,0.0,0.0,0.0,0.0,0.0,14.02,2.07,0.0
20151120:2150,0.0,0.0,0.0,0.0,0.0,13.56,1.94,0.0
20151120:2250,0.0,0.0,0.0,0.0,0.0,13.11,1.82,0.0
20151120:2350,0.0,0.0,0.0,0.0,0.0,12.66,1.7,0.0
20151121:0050,0.0,0.0,0.0,0.0,0.0,14.16,1.62,0.0
20151121:0150,41.31,33.69,35.27,0.61,5.35,15.65,1.55,0.0
20151121:0250,268.98,199.97,136.45,3.1,16.71,17.15,1.48,0.0
20151121:0350,466.79,396.13,190.43,5.63,26.81,19.75,1.14,0.0
20151121:0450,598.2,566.26,214.44,7.65,34.94,22.34,0.8,0.0
20151121:0550,663.56,676.84,223.16,8.89,40.11,24.94,0.47,0.0
20151121:0650,672.42,676.47,237.87,9.07,41.36,25.59,0.62,0.0
20151121:0750,658.76,687.22,204.59,8.64,38.4,26.25,0.76,0.0
20151121:0850,536.27,491.58,216.82,6.8,31.87,26.9,0.91,0.0
20151121:0950,414.29,368.58,164.14,4.77,22.82,25.33,1.34,0.0
20151121:1050,183.19,139.16,103.97,2.05,12.13,23.77,1.77,0.0
20151121:1150,0.0,0.0,0.0,0.0,0.4,22.2,2.21,0.0
20151121:1250,0.0,0.0,0.0,0.0,0.0,20.64,2.41,0.0
20151121:1350,0.0,0.0,0.0,0.0,0.0,19.09,2.62,0.0
20151121:1450,0.0,0.0,0.0,0.0,0.0,17.54,2.83,0.0
20151121:1550,0.0,0.0,0.0,0.0,0.0,16.77,2.75,0.0
20151121:1650,0.0,0.0,0.0,0.0,0.0,16.01,2.68,0.0
20151121:1750,0.0,0.0,0.0,0.0,0.0,15.25,2.61,0.0
20151121:1850,0.0,0.0,0.0,0.0,0.0,14.68,2.37,0.0
20151121:1950,0.0,0.0,0.0,0.0,0.0,14.11,2.13,0.0
20151121:2050,0.0,0.0,0.0,0.0,0.0,13.54,1.89,0.0
20151121:2150,0.0,0.0,0.0,0.0,0.0,13.11,1.9,0.0
20151121:2250,0.0,0.0,0.0,0.0,0.0,12.69,1.92,0.0
20151121:2350,0.0,0.0,0.0,0.0,0.0,12.26,1.93,0.0
20151122:0050,0.0,0.0,0.0,0.0,0.0,13.76,1.87,0.0
20151122:0150,48.85,44.1,35.38,0.64,5.18,15.27,1.81,0.0
20151122:0250,302.28,251.54,124.4,3.27,16.52,16.77,1.75,0.0
20151122:0350,464.02,387.18,191.23,5.55,26.6,19.45,1.66,0.0
20151122:0450,600.76,553.64,218.81,7.57,34.72,22.12,1.58,0.0
20151122:0550,662.47,637.21,239.09,8.7,39.88,24.8,1.49,0.0
20151122:0650,681.31,674.21,238.17,9.03,41.14,25.45,1.28,0.0
20151122:0750,648.92,649.78,219.86,8.46,38.22,26.09,1.07,0.0
20151122:0850,548.23,519.38,206.29,6.89,31.73,26.74,0.86,0.0
20151122:0950,395.92,336.61,172.05,4.62,22.71,25.55,1.43,0.0
20151122:1050,183.05,140.21,103.2,2.04,12.05,24.37,2.0,0.0
20151122:1150,0.0,0.0,0.0,0.0,0.34,23.18,2.57,0.0
20151122:1250,0.0,0.0,0.0,0.0,0.0,21.07,2.62,0.0
20151122:1350,0.0,0.0,0.0,0.0,0.0,18.97,2.67,0.0
20151122:1450,0.0,0.0,0.0,0.0,0.0,16.87,2.72,0.0
20151122:1550,0.0,0.0,0.0,0.0,0.0,16.09,2.57,0.0
20151122:1650,0.0,0.0,0.0,0.0,0.0,15.31,2.42,0.0
20151122:1750,0.0,0.0,0.0,0.0,0.0,14.54,2.28,0.0
20151122:1850,0.0,0.0,0.0,0.0,0.0,14.04,2.36,0.0
20151122:1950,0.0,0.0,0.0,0.0,0.0,13.54,2.45,0.0
20151122:2050,0.0,0.0,0.0,0.0,0.0,13.05,2.54,0.0
20151122:2150,0.0,0.0,0.0,0.0,0.0,12.57,2.35,0.0
20151122:2250,0.0,0.0,0.0,0.0,0.0,12.09,2.17,0.0
20151122:2350,0.0,0.0,0.0,0.0,0.0,11.61,1.99,0.0
20151123:0050,0.0,0.0,0.0,0.0,0.0,13.33,1.76,0.0
20151123:0150,44.72,38.91,34.89,0.61,5.01,15.06,1.53,0.0
20151123:0250,260.76,192.42,133.98,2.99,16.33,16.78,1.3,0.0
20151123:0350,442.21,356.24,197.9,5.37,26.4,19.62,1.14,0.0
20151123:0450,578.19,520.19,229.71,7.39,34.5,22.47,0.98,0.0
20151123:0550,651.04,634.87,239.39,8.66,39.66,25.31,0.83,0.0
20151123:0650,684.88,697.88,226.77,9.09,40.94,25.95,1.08,0.0
20151123:0750,662.86,684.14,203.96,8.55,38.04,26.6,1.33,0.0
20151123:0850,521.82,453.54,228.3,6.6,31.59,27.24,1.59,0.0
20151123:0950,396.07,334.73,172.17,4.59,22.61,25.38,1.73,0.0
20151123:1050,199.28,160.79,102.02,2.1,11.98,23.52,1.87,0.0
20151123:1150,0.0,0.0,0.0,0.0,0.29,21.66,2.01,0.0
20151123:1250,0.0,0.0,0.0,0.0,0.0,20.2,2.3,0.0
20151123:1350,0.0,0.0,0.0,0.0,0.0,18.74,2.58,0.0
20151123:1450,0.0,0.0,0.0,0.0,0.0,17.28,2.87,0.0
20151123:1550,0.0,0.0,0.0,0.0,0.0,16.63,2.73,0.0
20151123:1650,0.0,0.0,0.0,0.0,0.0,15.98,2.59,0.0
20151123:1750,0.0,0.0,0.0,0.0,0.0,15.33,2.46,0.0
20151123:1850,0.0,0.0,0.0,0.0,0.0,14.92,2.31,0.0
20151123:1950,0.0,0.0,0.0,0.0,0.0,14.52,2.17,0.0
20151123:2050,0.0,0.0,0.0,0.0,0.0,14.12,2.03,0.0
20151123:2150,0.0,0.0,0.0,0.0,0.0,13.77,2.0,0.0
20151123:2250,0.0,0.0,0.0,0.0,0.0,13.43,1.96,0.0
20151123:2350,0.0,0.0,0.0,0.0,0.0,13.09,1.93,0.0
20151124:0050,0.0,0.0,0.0,0.0,0.0,14.53,1.95,0.0
20151124:0150,41.11,36.74,32.6,0.57,4.83,15.98,1.98,0.0
20151124:0250,272.3,210.28,129.89,3.03,16.15,17.42,2.0,0.0
20151124:0350,473.49,405.02,183.2,5.55,26.2,20.1,2.4,0.0
20151124:0450,604.15,548.75,218.18,7.47,34.28,22.79,2.8,0.0
20151124:0550,682.86,657.13,228.08,8.7,39.44,25.47,3.2,0.0
20151124:0650,708.25,695.56,227.04,9.05,40.73,26.23,3.46,0.0
20151124:0750,653.73,610.92,234.93,8.25,37.87,26.98,3.72,0.0
20151124:0850,563.53,516.76,205.59,6.82,31.46,27.74,3.99,0.0
20151124:0950,418.48,366.72,163.75,4.7,22.51,26.01,3.45,0.0
20151124:1050,198.58,159.72,102.1,2.09,11.91,24.28,2.92,0.0
20151124:1150,0.0,0.0,0.0,0.0,0.24,22.55,2.39,0.0
20151124:1250,0.0,0.0,0.0,0.0,0.0,21.45,2.46,0.0
20151124:1350,0.0,0.0,0.0,0.0,0.0,20.35,2.53,0.0
20151124:1450,0.0,0.0,0.0,0.0,0.0,19.25,2.61,0.0
20151124:1550,0.0,0.0,0.0,0.0,0.0,18.64,2.62,0.0
20151124:1650,0.0,0.0,0.0,0.0,0.0,18.04,2.63,0.0
20151124:1750,0.0,0.0,0.0,0.0,0.0,17.44,2.63,0.0
20151124:1850,0.0,0.0,0.0,0.0,0.0,17.09,2.79,0.0
20151124:1950,0.0,0.0,0.0,0.0,0.0,16.74,2.95,0.0
20151124:2050,0.0,0.0,0.0,0.0,0.0,16.4,3.1,0.0
20151124:2150,0.0,0.0,0.0,0.0,0.0,15.97,3.15,0.0
20151124:2250,0.0,0.0,0.0,0.0,0.0,15.55,3.2,0.0
20151124:2350,0.0,0.0,0.0,0.0,0.0,15.12,3.26,0.0
20151125:0050,0.0,0.0,0.0,0.0,0.0,15.97,3.38,0.0
20151125:0150,46.4,44.76,32.4,0.59,4.66,16.82,3.5,0.0
20151125:0250,294.99,243.01,122.49,3.13,15.96,17.67,3.63,0.0
20151125:0350,487.7,424.27,175.75,5.59,26.0,20.18,3.76,0.0
20151125:0450,549.44,431.61,254.82,6.93,34.07,22.68,3.89,0.0
20151125:0550,565.96,408.85,308.67,7.57,39.23,25.19,4.03,0.0
20151125:0650,617.48,485.36,301.54,8.12,40.54,25.93,4.46,0.0
20151125:0750,612.56,510.57,269.28,7.8,37.71,26.68,4.9,0.0
20151125:0850,564.9,506.06,209.94,6.76,31.33,27.42,5.34,0.0
20151125:0950,28.42,0.0,50.29,0.74,22.42,25.77,4.36,0.0
20151125:1050,157.77,110.12,100.78,1.86,11.84,24.13,3.39,0.0
20151125:1150,0.0,0.0,0.0,0.0,0.2,22.48,2.41,0.0
20151125:1250,0.0,0.0,0.0,0.0,0.0,21.47,2.5,0.0
20151125:1350,0.0,0.0,0.0,0.0,0.0,20.47,2.59,0.0
20151125:1450,0.0,0.0,0.0,0.0,0.0,19.47,2.68,0.0
20151125:1550,0.0,0.0,0.0,0.0,0.0,18.72,2.56,0.0
20151125:1650,0.0,0.0,0.0,0.0,0.0,17.97,2.45,0.0
20151125:1750,0.0,0.0,0.0,0.0,0.0,17.23,2.33,0.0
20151125:1850,0.0,0.0,0.0,0.0,0.0,16.69,2.32,0.0
20151125:1950,0.0,0.0,0.0,0.0,0.0,16.15,2.3,0.0
20151125:2050,0.0,0.0,0.0,0.0,0.0,15.62,2.29,0.0
20151125:2150,0.0,0.0,0.0,0.0,0.0,15.16,2.16,0.0
20151125:2250,0.0,0.0,0.0,0.0,0.0,14.7,2.02,0.0
20151125:2350,0.0,0.0,0.0,0.0,0.0,14.24,1.89,0.0
20151126:0050,0.0,0.0,0.0,0.0,0.0,15.24,1.43,0.0
20151126:0150,43.84,42.63,31.16,0.56,4.5,16.23,0.97,0.0
20151126:0250,245.79,178.63,132.16,2.84,15.78,17.23,0.51,0.0
20151126:0350,302.58,160.03,220.12,4.22,25.8,20.02,0.8,0.0
20151126:0450,324.79,131.42,281.13,5.01,33.87,22.82,1.09,0.0
20151126:0550,661.63,652.27,228.62,8.62,39.02,25.61,1.38,0.0
20151126:0650,451.19,244.8,340.06,6.72,40.35,26.41,1.48,0.0
20151126:0750,589.44,510.52,268.48,7.77,37.55,27.22,1.57,0.0
20151126:0850,485.51,391.21,242.39,6.24,31.21,28.02,1.67,0.0
20151126:0950,258.64,143.77,190.87,3.58,22.33,26.67,1.79,0.0
20151126:1050,121.79,73.14,95.06,1.64,11.79,25.32,1.91,0.0
20151126:1150,0.0,0.0,0.0,0.0,0.17,23.97,2.03,0.0
20151126:1250,0.0,0.0,0.0,0.0,0.0,22.7,1.97,0.0
20151126:1350,0.0,0.0,0.0,0.0,0.0,21.43,1.92,0.0
20151126:1450,0.0,0.0,0.0,0.0,0.0,20.16,1.86,0.0
20151126:1550,0.0,0.0,0.0,0.0,0.0,19.66,1.87,0.0
20151126:1650,0.0,0.0,0.0,0.0,0.0,19.16,1.88,0.0
20151126:1750,0.0,0.0,0.0,0.0,0.0,18.66,1.89,0.0
20151126:1850,0.0,0.0,0.0,0.0,0.0,18.13,1.7,0.0
20151126:1950,0.0,0.0,0.0,0.0,0.0,17.6,1.51,0.0
20151126:2050,0.0,0.0,0.0,0.0,0.0,17.07,1.32,0.0
20151126:2150,0.0,0.0,0.0,0.0,0.0,16.64,0.95,0.0
20151126:2250,0.0,0.0,0.0,0.0,0.0,16.22,0.57,0.0
20151126:2350,0.0,0.0,0.0,0.0,0.0,15.79,0.19,0.0
20151127:0050,0.0,0.0,0.0,0.0,0.0,16.16,0.94,0.0
20151127:0150,41.16,40.35,29.92,0.53,4.33,16.52,1.68,0.0
20151127:0250,111.37,35.26,113.13,1.83,15.6,16.89,2.43,0.0
20151127:0350,362.98,232.38,215.56,4.63,25.61,19.12,2.27,0.0
20151127:0450,415.84,233.75,286.13,5.79,33.67,21.34,2.11,0.0
20151127:0550,658.08,614.62,242.01,8.43,38.82,23.57,1.94,0.0
20151127:0650,574.15,423.7,315.47,7.76,40.17,24.07,2.11,0.0
20151127:0750,586.43,477.68,278.22,7.61,37.4,24.58,2.27,0.0
20151127:0850,491.36,381.49,245.01,6.19,31.1,25.08,2.43,0.0
20151127:0950,375.95,295.5,179.32,4.36,22.26,23.76,2.28,0.0
20151127:1050,137.2,86.95,97.83,1.72,11.73,22.45,2.13,0.0
20151127:1150,0.0,0.0,0.0,0.0,0.14,21.13,1.99,0.0
20151127:1250,0.0,0.0,0.0,0.0,0.0,20.34,1.97,0.0
20151127:1350,0.0,0.0,0.0,0.0,0.0,19.55,1.95,0.0
20151127:1450,0.0,0.0,0.0,0.0,0.0,18.76,1.93,0.0
20151127:1550,0.0,0.0,0.0,0.0,0.0,18.34,1.9,0.0
20151127:1650,0.0,0.0,0.0,0.0,0.0,17.92,1.88,0.0
20151127:1750,0.0,0.0,0.0,0.0,0.0,17.51,1.85,0.0
20151127:1850,0.0,0.0,0.0,0.0,0.0,17.47,1.92,0.0
20151127:1950,0.0,0.0,0.0,0.0,0.0,17.43,2.0,0.0
20151127:2050,0.0,0.0,0.0,0.0,0.0,17.39,2.07,0.0
20151127:2150,0.0,0.0,0.0,0.0,0.0,17.2,2.08,0.0
20151127:2250,0.0,0.0,0.0,0.0,0.0,17.02,2.1,0.0
20151127:2350,0.0,0.0,0.0,0.0,0.0,16.84,2.11,0.0
20151128:0050,0.0,0.0,0.0,0.0,0.0,17.45,2.39,0.0
20151128:0150,19.18,15.17,23.6,0.38,4.16,18.06,2.66,0.0
20151128:0250,193.48,115.96,130.53,2.46,15.42,18.67,2.94,0.0
20151128:0350,356.75,225.41,214.89,4.56,25.42,20.53,3.41,0.0
20151128:0450,495.33,344.26,271.72,6.41,33.47,22.39,3.88,0.0
20151128:0550,656.9,578.17,255.02,8.25,38.63,24.25,4.34,0.0
20151128:0650,499.31,294.43,334.34,7.0,39.99,24.77,4.1,0.0
20151128:0750,503.07,326.74,309.14,6.82,37.25,25.29,3.85,0.0
20151128:0850,526.49,438.82,229.64,6.42,30.99,25.81,3.6,0.0
20151128:0950,357.76,267.26,183.97,4.22,22.18,24.49,3.05,0.0
20151128:1050,173.84,130.04,100.17,1.91,11.69,23.18,2.5,0.0
20151128:1150,0.0,0.0,0.0,0.0,0.11,21.86,1.94,0.0
20151128:1250,0.0,0.0,0.0,0.0,0.0,20.68,1.89,0.0
20151128:1350,0.0,0.0,0.0,0.0,0.0,19.51,1.84,0.0
20151128:1450,0.0,0.0,0.0,0.0,0.0,18.34,1.79,0.0
20151128:1550,0.0,0.0,0.0,0.0,0.0,18.0,1.87,0.0
20151128:1650,0.0,0.0,0.0,0.0,0.0,17.67,1.95,0.0
20151128:1750,0.0,0.0,0.0,0.0,0.0,17.34,2.03,0.0
20151128:1850,0.0,0.0,0.0,0.0,0.0,17.07,2.1,0.0
20151128:1950,0.0,0.0,0.0,0.0,0.0,16.8,2.17,0.0
20151128:2050,0.0,0.0,0.0,0.0,0.0,16.54,2.23,0.0
20151128:2150,0.0,0.0,0.0,0.0,0.0,16.15,2.19,0.0
20151128:2250,0.0,0.0,0.0,0.0,0.0,15.75,2.14,0.0
20151128:2350,0.0,0.0,0.0,0.0,0.0,15.36,2.1,0.0
20151129:0050,0.0,0.0,0.0,0.0,0.0,16.17,1.92,0.0
20151129:0150,25.19,23.54,24.32,0.41,4.0,16.99,1.75,0.0
20151129:0250,145.78,67.85,122.2,2.1,15.25,17.8,1.57,0.0
20151129:0350,280.71,138.08,214.16,3.98,25.24,20.17,1.28,0.0
20151129:0450,534.75,441.87,247.26,6.85,33.28,22.54,0.98,0.0
20151129:0550,622.0,576.77,254.1,8.21,38.44,24.91,0.69,0.0
20151129:0650,656.74,649.06,241.6,8.7,39.82,25.63,0.58,0.0
20151129:0750,628.7,626.72,225.74,8.18,37.12,26.35,0.47,0.0
20151129:0850,528.72,493.28,212.5,6.63,30.89,27.07,0.36,0.0
20151129:0950,381.89,325.27,172.75,4.45,22.11,26.62,0.53,0.0
20151129:1050,188.7,153.25,100.73,2.01,11.65,26.17,0.7,0.0
20151129:1150,0.0,0.0,0.0,0.0,0.09,25.72,0.87,0.0
20151129:1250,0.0,0.0,0.0,0.0,0.0,23.09,1.29,0.0
20151129:1350,0.0,0.0,0.0,0.0,0.0,20.47,1.71,0.0
20151129:1450,0.0,0.0,0.0,0.0,0.0,17.85,2.12,0.0
20151129:1550,0.0,0.0,0.0,0.0,0.0,17.4,1.94,0.0
20151129:1650,0.0,0.0,0.0,0.0,0.0,16.95,1.75,0.0
20151129:1750,0.0,0.0,0.0,0.0,0.0,16.5,1.56,0.0
20151129:1850,0.0,0.0,0.0,0.0,0.0,16.22,1.45,0.0
20151129:1950,0.0,0.0,0.0,0.0,0.0,15.94,1.34,0.0
20151129:2050,0.0,0.0,0.0,0.0,0.0,15.66,1.23,0.0
20151129:2150,0.0,0.0,0.0,0.0,0.0,15.27,1.32,0.0
20151129:2250,0.0,0.0,0.0,0.0,0.0,14.89,1.42,0.0
20151129:2350,0.0,0.0,0.0,0.0,0.0,14.51,1.52,0.0
20151130:0050,0.0,0.0,0.0,0.0,0.0,15.9,1.47,0.0
20151130:0150,30.83,32.5,24.05,0.42,3.84,17.3,1.43,0.0
20151130:0250,211.97,142.42,127.98,2.54,15.08,18.69,1.38,0.0
20151130:0350,399.29,301.52,201.55,4.89,25.06,21.06,1.07,0.0
20151130:0450,550.74,485.6,232.09,7.0,33.09,23.43,0.76,0.0
20151130:0550,628.77,607.78,242.69,8.32,38.26,25.8,0.46,0.0
20151130:0650,652.59,647.68,241.86,8.68,39.66,26.37,0.52,0.0
20151130:0750,627.6,625.23,225.95,8.16,36.99,26.95,0.58,0.0
20151130:0850,529.21,491.45,212.61,6.6,30.8,27.52,0.65,0.0
20151130:0950,384.37,324.59,172.9,4.44,22.05,25.82,0.81,0.0
20151130:1050,169.19,126.82,99.85,1.89,11.61,24.13,0.98,0.0
20151130:1150,0.0,0.0,0.0,0.0,0.08,22.43,1.14,0.0
20151130:1250,0.0,0.0,0.0,0.0,0.0,21.39,1.47,0.0
20151130:1350,0.0,0.0,0.0,0.0,0.0,20.35,1.8,0.0
20151130:1450,0.0,0.0,0.0,0.0,0.0,19.31,2.12,0.0
20151130:1550,0.0,0.0,0.0,0.0,0.0,18.79,2.12,0.0
20151130:1650,0.0,0.0,0.0,0.0,0.0,18.27,2.11,0.0
20151130:1750,0.0,0.0,0.0,0.0,0.0,17.75,2.11,0.0
20151130:1850,0.0,0.0,0.0,0.0,0.0,17.45,2.15,0.0
20151130:1950,0.0,0.0,0.0,0.0,0.0,17.16,2.19,0.0
20151130:2050,0.0,0.0,0.0,0.0,0.0,16.87,2.23,0.0
20151130:2150,0.0,0.0,0.0,0.0,0.0,16.52,2.31,0.0
20151130:2250,0.0,0.0,0.0,0.0,0.0,16.18,2.39,0.0
20151130:2350,0.0,0.0,0.0,0.0,0.0,15.83,2.47,0.0
20151201:0050,0.0,0.0,0.0,0.0,0.0,16.57,1.82,0.0
20151201:0150,40.16,46.33,24.11,0.45,3.68,17.3,1.16,0.0
20151201:0250,262.51,208.53,124.69,2.84,14.91,18.03,0.51,0.0
20151201:0350,475.14,425.82,172.68,5.44,24.88,20.13,1.22,0.0
20151201:0450,601.81,556.85,213.57,7.34,32.91,22.24,1.93,0.0
20151201:0550,692.52,680.29,220.38,8.66,38.08,24.34,2.63,0.0
20151201:0650,723.85,736.22,211.2,9.07,39.5,25.0,2.81,0.0
20151201:0750,682.2,676.27,211.38,8.4,36.86,25.67,2.98,0.0
20151201:0850,21.47,0.0,40.97,0.6,30.71,26.33,3.16,0.0
20151201:0950,373.82,289.03,184.23,4.33,22.0,24.87,2.74,0.0
20151201:1050,196.62,156.96,101.66,2.02,11.58,23.42,2.32,0.0
20151201:1150,0.0,0.0,0.0,0.0,0.07,21.96,1.9,0.0
20151201:1250,0.0,0.0,0.0,0.0,0.0,21.02,1.97,0.0
20151201:1350,0.0,0.0,0.0,0.0,0.0,20.08,2.03,0.0
20151201:1450,0.0,0.0,0.0,0.0,0.0,19.15,2.1,0.0
20151201:1550,0.0,0.0,0.0,0.0,0.0,18.55,1.99,0.0
20151201:1650,0.0,0.0,0.0,0.0,0.0,17.95,1.89,0.0
20151201:1750,0.0,0.0,0.0,0.0,0.0,17.35,1.78,0.0
20151201:1850,0.0,0.0,0.0,0.0,0.0,16.9,2.0,0.0
20151201:1950,0.0,0.0,0.0,0.0,0.0,16.44,2.22,0.0
20151201:2050,0.0,0.0,0.0,0.0,0.0,15.99,2.44,0.0
20151201:2150,0.0,0.0,0.0,0.0,0.0,15.54,2.12,0.0
20151201:2250,0.0,0.0,0.0,0.0,0.0,15.09,1.81,0.0
20151201:2350,0.0,0.0,0.0,0.0,0.0,14.64,1.49,0.0
20151202:0050,0.0,0.0,0.0,0.0,0.0,15.59,1.66,0.0
20151202:0150,23.99,26.23,20.51,0.36,3.53,16.53,1.83,0.0
20151202:0250,227.62,159.96,127.13,2.6,14.75,17.47,2.0,0.0
20151202:0350,446.85,364.14,190.07,5.16,24.71,19.68,2.25,0.0
20151202:0450,600.6,544.78,216.65,7.26,32.74,21.88,2.5,0.0
20151202:0550,661.65,604.85,249.4,8.33,37.91,24.09,2.74,0.0
20151202:0650,601.34,462.82,308.47,7.91,39.35,24.6,2.93,0.0
20151202:0750,562.65,423.23,295.35,7.32,36.75,25.11,3.11,0.0
20151202:0850,573.93,525.43,207.77,6.78,30.63,25.62,3.3,0.0
20151202:0950,412.27,345.74,173.58,4.56,21.95,24.03,2.94,0.0
20151202:1050,198.51,157.6,101.89,2.02,11.56,22.43,2.59,0.0
20151202:1150,0.0,0.0,0.0,0.0,0.06,20.84,2.23,0.0
20151202:1250,0.0,0.0,0.0,0.0,0.0,19.76,2.45,0.0
20151202:1350,0.0,0.0,0.0,0.0,0.0,18.69,2.67,0.0
20151202:1450,0.0,0.0,0.0,0.0,0.0,17.61,2.88,0.0
20151202:1550,0.0,0.0,0.0,0.0,0.0,17.07,2.8,0.0
20151202:1650,0.0,0.0,0.0,0.0,0.0,16.52,2.71,0.0
20151202:1750,0.0,0.0,0.0,0.0,0.0,15.97,2.62,0.0
20151202:1850,0.0,0.0,0.0,0.0,0.0,15.5,2.48,0.0
20151202:1950,0.0,0.0,0.0,0.0,0.0,15.04,2.34,0.0
20151202:2050,0.0,0.0,0.0,0.0,0.0,14.57,2.19,0.0
20151202:2150,0.0,0.0,0.0,0.0,0.0,14.07,2.26,0.0
20151202:2250,0.0,0.0,0.0,0.0,0.0,13.57,2.33,0.0
20151202:2350,0.0,0.0,0.0,0.0,0.0,13.07,2.4,0.0
20151203:0050,0.0,0.0,0.0,0.0,0.0,14.01,2.48,0.0
20151203:0150,33.92,40.88,20.51,0.38,3.37,14.94,2.56,0.0
20151203:0250,257.39,196.06,123.77,2.73,14.58,15.87,2.63,0.0
20151203:0350,467.06,390.06,182.42,5.25,24.54,18.19,2.91,0.0
20151203:0450,606.92,541.74,216.79,7.21,32.56,20.52,3.19,0.0
20151203:0550,670.24,603.28,249.64,8.31,37.75,22.84,3.46,0.0
